x,y,label,gene,gene symbol,highest_level_path
-6.515444980604322,4.692134192837862,Innate Immune System,FTL,FTL,Immune System
-6.753878566691544,4.274693790825122,Innate Immune System,Unlabelled,,Innate Immune System
-1.1108111770760196,1.0060149154031706,Unlabelled,HOXA1,HOXA1,Developmental Biology
-0.881235956063195,1.3478280622945675,Unlabelled,Unlabelled,,Unlabelled
5.4759557703848,4.87486006148133,Signaling by Receptor Tyrosine Kinases,LAMC3,LAMC3,Signal Transduction
5.862376517090704,5.026552871628557,Signaling by Receptor Tyrosine Kinases,Unlabelled,,Signaling by Receptor Tyrosine Kinases
5.594470759751184,-2.686720814447487,Transport of small molecules,COX16,COX16,Metabolism
5.657646303595449,-3.2461614029620343,Transport of small molecules,Unlabelled,,Transport of small molecules
9.106678602173904,2.145400338564178,Unlabelled,LRP6,LRP6,Signal Transduction
-6.115630138220137,-7.9087884629058625,Unlabelled,PKHD1,PKHD1,unlabeled
1.3483004146048645,-2.779786780442544,Gene expression (Transcription),PTPN11,PTPN11,Signal Transduction
-1.5899755448316435,-9.110734558935182,Unlabelled,SRY,SRY,Signal Transduction
-1.3061706414005787,-9.525419867605056,Unlabelled,Unlabelled,,Unlabelled
6.300302229081673,5.580747886206268,Signaling by Receptor Tyrosine Kinases,GFAP,GFAP,Signal Transduction
4.466142795431274,0.1345335592221488,Infectious disease,ATP1A3,ATP1A3,Disease
5.529770056357542,0.9333638064215216,Infectious disease,Unlabelled,,Infectious disease
-3.1542770252519077,3.833034642912532,Unlabelled,MEIS2,MEIS2,unlabeled
-1.062567995902068,-2.3659370872420578,Gene expression (Transcription),GAMT,GAMT,Metabolism
2.8032435793358417,-7.829783178887787,Metabolism of amino acids and derivatives,SLC6A8,SLC6A8,Metabolism
-1.5483276444977552,-6.577087604006929,Neuronal System,GABRA2,GABRA2,Neuronal System
-2.988070591278759,5.39558441561832,Metabolism of lipids,DGAT1,DGAT1,Metabolism
8.292449291477677,-1.8281604969100032,Unlabelled,LHX4,LHX4,Developmental Biology
-5.877873087721514,-5.493617629505454,Unlabelled,IQSEC2,IQSEC2,unlabeled
0.8059749212677154,-2.574146256053197,Gene expression (Transcription),RRM2B,RRM2B,Metabolism
-1.82644891283452,8.705714291894264,Unlabelled,SERAC1,SERAC1,unlabeled
7.130322191951361,-1.8431832966882489,Unlabelled,TTI2,TTI2,unlabeled
3.781942351773896,5.891493177139097,Metabolism of RNA,TRMT10A,TRMT10A,Metabolism of RNA
-0.7929374260066631,-2.171671121309755,Gene expression (Transcription),PTEN,PTEN,Metabolism
0.7829423427873152,-7.845575608224936,Unlabelled,EVC2,EVC2,Signal Transduction
-3.5271165825196853,-7.792275912387423,Cell Cycle,OFD1,OFD1,Signal Transduction
-3.75017748797217,-8.290103737992704,Cell Cycle,Unlabelled,,Cell Cycle
7.087301563375025,4.187815910773248,Unlabelled,HYLS1,HYLS1,unlabeled
-3.85695263096307,1.1639734911147226,Unlabelled,FRMD7,FRMD7,unlabeled
-5.089307292756507,-7.205665964360721,Unlabelled,SCN1A,SCN1A,Developmental Biology
7.949368200233224,-5.555480187506961,Unlabelled,PAX3,PAX3,Developmental Biology
7.579189385954098,-5.573722440677087,Unlabelled,Unlabelled,,Unlabelled
5.133240674325226,-2.8182511229882055,Transport of small molecules,SLC18A2,SLC18A2,Transport of small molecules
0.348849469269993,-1.7123045685269584,Gene expression (Transcription),SCO2,SCO2,Metabolism
0.902927346830456,-8.665937384769489,Unlabelled,SON,SON,unlabeled
-3.242897001618088,1.4139503090949557,Unlabelled,IGF1,IGF1,Signal Transduction
5.15485112250553,-3.0933901078442583,Transport of small molecules,KCNJ11,KCNJ11,Metabolism
5.158847170370342,-7.395363990293261,Unlabelled,SIL1,SIL1,unlabeled
-2.7208308789143496,5.343713484490957,Metabolism of lipids,INPP5K,INPP5K,Metabolism
-0.287598346578422,-10.0,Unlabelled,EOGT,EOGT,unlabeled
-4.853201622281383,2.716261986060138,Vesicle-mediated transport,NBAS,NBAS,Vesicle-mediated transport
5.510767648339973,4.09755109201647,Signaling by Receptor Tyrosine Kinases,PDGFRB,PDGFRB,Signal Transduction
0.1294681819927312,8.124917713006909,Unlabelled,UBE3A,UBE3A,Immune System
0.2414189544229259,8.90499361140548,Unlabelled,Unlabelled,,Unlabelled
4.062238437930084,-6.091870487589315,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",MYLK,MYLK,Signal Transduction
4.880350734327411,-5.837621683345151,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Unlabelled,,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
-5.9141951886697095,-2.9061841194833393,Post-translational protein modification,GPC3,GPC3,Metabolism
-0.8695038174148308,-1.5105896463028028,Gene expression (Transcription),CSF1R,CSF1R,Immune System
-6.144823350694983,1.1086206895874522,Unlabelled,COX10,COX10,Metabolism
-6.3690810267146425,0.8184297433788963,Unlabelled,Unlabelled,,Unlabelled
0.526209084600902,-2.373592791722708,Gene expression (Transcription),GATA4,GATA4,Metabolism of proteins
6.245088680380103,-3.0454575023900885,Transport of small molecules,ATP8B1,ATP8B1,Transport of small molecules
-5.042787949244494,-5.566397982192194,Unlabelled,SACS,SACS,unlabeled
5.558145717778677,-3.78826880437209,Transport of small molecules,SLC13A5,SLC13A5,Transport of small molecules
-5.747008045728575,8.069730359907506,Unlabelled,ZMPSTE24,ZMPSTE24,unlabeled
-7.844170062535321,-1.7100625743689974,Post-translational protein modification,FBN1,FBN1,Signal Transduction
-5.942058995768483,-6.299287556758243,Unlabelled,KCNMA1,KCNMA1,Sensory Perception
-7.900002426265171,-2.7414847349791813,Post-translational protein modification,FOXL2,FOXL2,Metabolism of proteins
-1.3543162071625954,-9.033353156896824,Unlabelled,SOX3,SOX3,Signal Transduction
-1.1019723885507595,5.071289205192954,Metabolism of lipids,CYP24A1,CYP24A1,Metabolism
-3.2025721614551808,5.008757301816839,Metabolism of lipids,ELOVL4,ELOVL4,Metabolism
4.0011831662136,6.683365061385654,Metabolism of RNA,FTSJ1,FTSJ1,Metabolism of RNA
-7.365103642619665,-3.1782077956670465,Post-translational protein modification,UBA5,UBA5,Immune System
6.007901016688546,-2.9700108830216827,Transport of small molecules,CLCNKB,CLCNKB,Transport of small molecules
-8.038698409097787,-1.1686163608162463,Post-translational protein modification,MAGT1,MAGT1,Immune System
-3.027191448190748,-8.472308117794467,Cell Cycle,PCNT,PCNT,Cell Cycle
-5.633998167802421,-3.074501216020169,Post-translational protein modification,EEF2,EEF2,Immune System
-3.16020506761369,-4.937035836655861,Metabolism of carbohydrates,NAGLU,NAGLU,Metabolism
5.43722451707929,1.346325825065284,Infectious disease,RPS19,RPS19,Metabolism
5.608734065664962,7.162205395507463,Unlabelled,FKBP10,FKBP10,unlabeled
1.3914199868685788,-3.513890966526273,Gene expression (Transcription),REST,REST,Signal Transduction
-0.5203176906124494,-7.545139412827066,Neuronal System,STXBP1,STXBP1,Metabolism
-3.4338493501559633,-5.046375213826433,Metabolism of carbohydrates,EXT2,EXT2,Metabolism
-3.1114867947980054,-4.596184237712457,Metabolism of carbohydrates,EXT1,EXT1,Metabolism
4.917020763491045,-2.61702402659449,Transport of small molecules,RYR1,RYR1,Transport of small molecules
-2.154858926100304,8.40087835934807,Unlabelled,NAA10,NAA10,unlabeled
1.8563869765890235,-1.521401445835604,Gene expression (Transcription),TSC2,TSC2,Signal Transduction
3.012774206542039,2.3692288227408973,Unlabelled,TBX20,TBX20,Developmental Biology
3.251096299014213,2.6162628553219136,Unlabelled,Unlabelled,,Unlabelled
-6.597372789833521,-3.69915139605164,Post-translational protein modification,SEC24D,SEC24D,Metabolism
-4.297792339943292,3.5322899920370716,Vesicle-mediated transport,POLG,POLG,Vesicle-mediated transport
1.7077484061408548,-3.62451746619279,Gene expression (Transcription),SMAD4,SMAD4,Signal Transduction
-0.8375286376535183,-2.5064794757834195,Gene expression (Transcription),UBTF,UBTF,Gene expression (Transcription)
8.270311787563756,-0.8751303430274469,Unlabelled,BTD,BTD,Metabolism
8.608340979479454,-1.016198043508238,Unlabelled,Unlabelled,,Unlabelled
-5.0147826129224615,5.381475996880422,Unlabelled,SLC19A3,SLC19A3,Metabolism
-4.36449902949828,5.321870301122434,Unlabelled,ENPP1,ENPP1,Metabolism
-3.9139668997877326,-5.290133288293944,Metabolism of carbohydrates,GALT,GALT,Metabolism
-4.896858084189764,-8.158872154546376,Cell Cycle,NIPBL,NIPBL,Cell Cycle
5.954377560883483,-3.328105641433475,Transport of small molecules,MCOLN1,MCOLN1,Transport of small molecules
-7.1816689328043,-2.046557022942931,Post-translational protein modification,PIGO,PIGO,Metabolism of proteins
-3.454869332309748,0.1687298048377368,Cellular responses to stimuli,PIEZO1,PIEZO1,Cellular responses to stimuli
-8.109244686868223,-3.248696964259646,Post-translational protein modification,TUBB4A,TUBB4A,Signal Transduction
0.330817757134568,-1.945300857247984,Gene expression (Transcription),ACTB,ACTB,Signal Transduction
-4.048876623104766,-3.9947396155302286,Unlabelled,CHD2,CHD2,unlabeled
-4.05807635332949,2.998435157653605,Vesicle-mediated transport,ALS2,ALS2,Signal Transduction
-3.625084451724464,9.24448309033065,Unlabelled,TTC12,TTC12,unlabeled
9.900227508786177,0.6364394443277028,Unlabelled,FHL1,FHL1,unlabeled
-1.2880615543409792,5.233695695300467,Metabolism of lipids,NSDHL,NSDHL,Metabolism
-6.9368576421168235,-2.8968885229844155,Post-translational protein modification,POMP,POMP,Metabolism
-4.419922899903942,-8.90556765615245,Cell Cycle,VRK1,VRK1,Cell Cycle
-4.923568118365571,6.220302280746161,Unlabelled,COQ2,COQ2,Metabolism
-3.4078696695756836,-8.023552312901206,Cell Cycle,CDK5RAP2,CDK5RAP2,Cell Cycle
4.0387117295071135,5.1902654864710325,Metabolism of RNA,NSUN2,NSUN2,Metabolism of RNA
8.859173832635669,2.166472224180003,Unlabelled,SHOC2,SHOC2,Signal Transduction
4.4483122946450635,3.673578312526311,Unlabelled,ZEB2,ZEB2,Developmental Biology
-2.491168449878626,1.989952632024707,Unlabelled,L1CAM,L1CAM,Developmental Biology
4.5710153834924085,3.9241305180587815,Unlabelled,MSX1,MSX1,Developmental Biology
-0.0108464468114242,-9.453511475712798,Unlabelled,DMPK,DMPK,Muscle contraction
-2.88721937008024,-3.146525697374053,Unlabelled,HESX1,HESX1,unlabeled
5.4033758462675365,-8.33946143523727,Unlabelled,KCNT1,KCNT1,unlabeled
-4.3069874566021,5.8683103683280144,Unlabelled,HPDL,HPDL,Metabolism
-6.933980902273412,-3.2539170935185826,Post-translational protein modification,GMPPA,GMPPA,Metabolism of proteins
-8.096107191377289,-2.0185957774776355,Post-translational protein modification,WFS1,WFS1,Metabolism of proteins
5.482807039707252,5.305412946393096,Signaling by Receptor Tyrosine Kinases,FGFR3,FGFR3,Signal Transduction
8.242237672640101,-2.394219230970905,Unlabelled,KCNQ3,KCNQ3,Developmental Biology
-8.72079733554808,1.017677919705026,Organelle biogenesis and maintenance,AHI1,AHI1,Organelle biogenesis and maintenance
-8.015187219852756,-1.4466842592972975,Post-translational protein modification,ARSA,ARSA,Metabolism
6.863756976341552,-6.156617917876238,Unlabelled,CFC1,CFC1,Developmental Biology
-5.782127469827886,-6.562035997027474,Unlabelled,SYN1,SYN1,Sensory Perception
1.847726352169337,-7.937181624702889,Metabolism of amino acids and derivatives,ALDH7A1,ALDH7A1,Metabolism
-0.273339883987715,-6.810155002497206,Neuronal System,KCNC3,KCNC3,Neuronal System
-5.016332350977318,8.356987014182522,Unlabelled,LRP4,LRP4,Extracellular matrix organization
3.8621644446880374,-0.6454382456129331,Unlabelled,MN1,MN1,unlabeled
7.936554608710814,-5.869573063311557,Unlabelled,KAT6B,KAT6B,Chromatin modifying enzymes
-1.3911830195924253,0.2069990688235101,Unlabelled,GREB1L,GREB1L,unlabeled
0.9164039474097798,-6.7274939845786745,Unlabelled,PRRT2,PRRT2,unlabeled
4.504492047361188,-5.546026141874339,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",OPHN1,OPHN1,Signal Transduction
-8.77205006444084,-1.2969974709270815,Post-translational protein modification,TRAPPC4,TRAPPC4,Metabolism of proteins
3.7418739597173065,2.6913321346519226,Unlabelled,RTTN,RTTN,unlabeled
-3.5456865168220393,7.234969750389656,Unlabelled,SNX14,SNX14,unlabeled
6.29496814089649,-1.3884485376847913,Unlabelled,FOXE1,FOXE1,unlabeled
1.1006870199149985,6.855874636129226,Unlabelled,TBR1,TBR1,unlabeled
-1.5432294847774592,-8.013128053152705,Neuronal System,GRIN2D,GRIN2D,Signal Transduction
-4.502084034908225,-8.652903570023575,Cell Cycle,ATRX,ATRX,Disease
0.570214833496042,9.443520996044311,Unlabelled,TRIM37,TRIM37,Immune System
7.675402776526653,-4.226865603569669,Unlabelled,CHD7,CHD7,unlabeled
-5.641152075173538,-2.7826741068141274,Post-translational protein modification,COG7,COG7,Metabolism of proteins
-6.246253491076191,4.7195945162405994,Innate Immune System,HRAS,HRAS,Signal Transduction
0.172133626968332,-2.713905020531559,Gene expression (Transcription),PMS2,PMS2,Disease
-7.0936184758686185,-0.8187106567402687,Post-translational protein modification,CRB2,CRB2,Metabolism of proteins
-4.446111589840754,2.3342032309892264,Vesicle-mediated transport,GJC2,GJC2,Vesicle-mediated transport
-2.390896638727625,5.1135018650390975,Metabolism of lipids,PIK3CA,PIK3CA,Metabolism
4.841819155352882,0.529409365447151,Infectious disease,GNAS,GNAS,Metabolism
-1.585504100414548,5.156874998319918,Metabolism of lipids,SMPD1,SMPD1,Metabolism
1.0063351868737147,-3.969339366370965,Gene expression (Transcription),AKT1,AKT1,Metabolism
-4.924429039645261,5.103388276613053,Unlabelled,GCH1,GCH1,Metabolism
-2.5184771770976795,0.9224752503573228,Unlabelled,C1QBP,C1QBP,Signal Transduction
-2.404300628032521,-0.5124005829361824,Cellular responses to stimuli,LONP1,LONP1,Metabolism of proteins
-9.836979637072968,-0.107900833019519,Unlabelled,ARX,ARX,unlabeled
-6.363688849286666,4.402558506614886,Innate Immune System,PAK3,PAK3,Signal Transduction
0.7982985417928354,-2.2876835045430113,Gene expression (Transcription),THRA,THRA,Metabolism of proteins
-5.6759461864753,-7.47145368530645,Unlabelled,GRM1,GRM1,Signal Transduction
-3.5599812809190334,-3.1138859114274524,Unlabelled,WT1,WT1,Developmental Biology
2.010743687492681,-7.675749872299859,Metabolism of amino acids and derivatives,GLDC,GLDC,Metabolism
-5.198264683403463,-6.130090499478865,Unlabelled,LRAT,LRAT,Metabolism
-5.74541155683481,-6.10544335623926,Unlabelled,RPE65,RPE65,Sensory Perception
3.013274034063329,-8.975930771130137,Metabolism of amino acids and derivatives,SMS,SMS,Metabolism
9.533830354331748,2.3386428941341357,Unlabelled,ANKRD11,ANKRD11,unlabeled
-3.716614360969307,-0.8684901965348946,Cellular responses to stimuli,PDE4D,PDE4D,Signal Transduction
1.1525893658487585,7.350008485255081,Unlabelled,EYA1,EYA1,Developmental Biology
1.3498021209502262,7.847511167102248,Unlabelled,Unlabelled,,Unlabelled
7.975729281288125,3.4438208248377844,Unlabelled,NSD1,NSD1,Chromatin organization
7.838818744775665,3.8303331164649776,Unlabelled,Unlabelled,,Unlabelled
-3.625409063557061,-8.733277730375423,Cell Cycle,CDKN1C,CDKN1C,Disease
1.7504897898104677,3.662438132712291,Signaling by GPCR,PTCH1,PTCH1,Signal Transduction
2.1658245216377345,3.6511542316598184,Signaling by GPCR,Unlabelled,,Signaling by GPCR
1.755629220003387,0.9582382802819804,Cytokine Signaling in Immune system,MID1,MID1,Signal Transduction
0.5875901656466791,-2.0730810898392136,Gene expression (Transcription),NOTCH3,NOTCH3,Signal Transduction
-3.402352504214564,-1.0288057617057174,Cellular responses to stimuli,CRYAB,CRYAB,Cellular responses to stimuli
3.4558074857640957,1.4867089710287988,Unlabelled,MYF5,MYF5,Signal Transduction
3.401347636123713,1.8480766968847924,Unlabelled,Unlabelled,,Unlabelled
-6.046569621275444,7.870419805946007,Unlabelled,HAX1,HAX1,unlabeled
6.679091885322087,-2.49227763486033,Transport of small molecules,ATP8A2,ATP8A2,Transport of small molecules
1.8609270775426,5.181983447460265,Unlabelled,EXPH5,EXPH5,unlabeled
-4.252712943928798,8.126968052212785,Unlabelled,ELN,ELN,Extracellular matrix organization
-0.6086222451539776,-1.2742988799350847,Gene expression (Transcription),HNF4A,HNF4A,Gene expression (Transcription)
-6.5730051232977456,5.023606166069978,Innate Immune System,ATP7A,ATP7A,Immune System
7.043066521696119,-1.4610451877376978,Unlabelled,EMC10,EMC10,unlabeled
0.2598717775640669,-2.9505992299813126,Gene expression (Transcription),GATA3,GATA3,Signal Transduction
-0.4403729481477985,-3.7145187226223984,Gene expression (Transcription),ERCC2,ERCC2,Metabolism
-3.0446910523203083,2.2072079225716106,Unlabelled,TTN,TTN,Hemostasis
-6.123885254196735,-2.3875901487194575,Post-translational protein modification,MATN3,MATN3,Metabolism of proteins
0.7269582446973075,-9.616743528968728,Unlabelled,SHOX,SHOX,unlabeled
7.60718268386271,6.294787107280936,Unlabelled,IRF2BPL,IRF2BPL,unlabeled
4.847940235792565,-3.0826734558638824,Transport of small molecules,NPC1,NPC1,Transport of small molecules
2.3112204579349935,1.0931433104321613,Cytokine Signaling in Immune system,EDA,EDA,Immune System
-4.323280039723752,-6.101575573614223,Unlabelled,ALX3,ALX3,Developmental Biology
-4.159426977642867,-6.438066137993154,Unlabelled,Unlabelled,,Unlabelled
-5.377540936236836,-2.6733748378295044,Post-translational protein modification,CHRDL1,CHRDL1,Signal Transduction
-4.892951990233132,0.4608269383146375,Unlabelled,FARS2,FARS2,Metabolism of proteins
-7.001331910880394,-0.4623877345406324,Post-translational protein modification,TGFBR1,TGFBR1,Signal Transduction
0.4214916443699561,-1.465129520210354,Gene expression (Transcription),RET,RET,Signal Transduction
1.1242587090733984,-2.987352143325922,Gene expression (Transcription),JARID2,JARID2,Gene expression (Transcription)
5.855285308065387,0.6617689814975574,Infectious disease,ANTXR1,ANTXR1,Disease
-9.380769596780867,1.1468072671503222,Organelle biogenesis and maintenance,NPHP1,NPHP1,Organelle biogenesis and maintenance
-6.385881254215686,-2.708573425125119,Post-translational protein modification,ALPL,ALPL,Metabolism of proteins
0.1299056068972053,4.272050495953755,Aerobic respiration and respiratory electron transport,FH,FH,Metabolism
-3.057405585872882,-6.13212930692228,Metabolism of carbohydrates,ACAN,ACAN,Metabolism
-8.371737464439244,-3.205124682487136,Post-translational protein modification,RAB23,RAB23,Metabolism of proteins
8.776932028986216,-1.678519346655975,Unlabelled,EFNB1,EFNB1,Developmental Biology
-2.40071409217504,5.728087422116161,Metabolism of lipids,SELENOI,,Metabolism of lipids
5.298500273113563,-5.670864837744437,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",MYH11,MYH11,Signal Transduction
0.0505076531805954,-2.1226938538939972,Gene expression (Transcription),TCF12,TCF12,Signal Transduction
0.8890193000028184,-9.935484819401768,Unlabelled,PAX9,PAX9,unlabeled
-7.497106343406953,-4.559441133903313,Post-translational protein modification,SLC17A5,SLC17A5,Disease
4.049176483098689,5.712202118203901,Metabolism of RNA,TXNL4A,TXNL4A,Metabolism of RNA
0.3178938045313551,-2.233820452311482,Gene expression (Transcription),PITX2,PITX2,Gene expression (Transcription)
4.3478992543541075,3.3747954932144104,Unlabelled,FOXC1,FOXC1,Developmental Biology
-2.80742114679263,-7.050197276981564,Unlabelled,HOXC13,HOXC13,unlabeled
2.01005724083098,-2.4519886968101856,Gene expression (Transcription),PNPLA2,PNPLA2,Metabolism
1.0122595816782187,-4.49320877563513,Gene expression (Transcription),YY1,YY1,Signal Transduction
-4.5006803614233615,-8.37202748850509,Cell Cycle,ORC1,,Cell Cycle
9.35026918784164,2.9633809355320224,Unlabelled,FAM111A,FAM111A,unlabeled
